query	doc_id	label
Kaplan et al (2004) report high parsing speeds for a deep parsing system which uses an LFG grammar: 1.9 sentences per second for 560 sentences from section 23 of the Penn Treebank.	[0]	[1]
Karlgren and Cutting (1994) use a combination of structural markers (e.g., noun count), lexical markers (e.g., it count), and token-level markers (e.g., words per sentence average ,type/token ratio, etc.).	[46]	[1]
Kay and Roscheisen (1993) tried lexical methods for sentence alignment.	[12]	[1]
Koehn and Knight (2002) map 976 identical word pairs that are found in their two monolingual German-English corpora and report that 88.0 percent of them are correct.	[38, 144, 134]	[1, 1, 1]
Kupiec (1993) applied finite state transducer in his noun phrases recogniser for both English and French.	[65, 75, 50]	[1, 1, 1]
Kupiec proposes an Mgorithm for finding noun phrases in bilingual corpora (Kupiec, 1993).	[0, 88]	[1, 1]
Kurohashi and Nagao (1994) proposed a method to detect conjunctive structures by calculating similarity scores between two sequences of bunsetsus.	[45]	[1]
Lapata and Keller (2004) achieved their best accuracy (78.68%) with the dependency model and the simple symmetric score #(wi ,wj).	[168, 190, 175, 142]	[1, 1, 1, 1]
Lapata and Keller (2004) derived their statistics from the Web and achieved results close to Lauer's using simple lexical models.	[195, 175]	[1, 1]
Last, we include all the nouns and verbs used in the SemEval 2010 WSI Task (Manandhar et al, 2010), which are used in our evaluation.	[27, 25, 32]	[1, 1, 1]
Later results (e.g. Brill (1995)) seemed to indicate that other methods of unsupervised learning could be more effective (although the work of Banko and Moore (2004) suggests that the difference may be far less than previously assumed).	[62, 95]	[1, 1]
Like Toutanova and Moore (2002), we use the n-gram LTP model from Fisher (1999) to predict these pronunciations.	[77, 24]	[1, 1]
Lin (1999) assumes that a target expression is non-compositional if and only if its (I) J+ value is significantly different from that of any of the variants.	[48, 124, 49]	[1, 1, 1]
Lin and Wu (2009) further explored a two-stage cluster-based approach: first clustering phrases and then relying on a supervised learner to identify useful clusters and assign proper weights to cluster features.	[17, 216, 217]	[1, 1, 1]
Lu et al (2008) introduced a generative semantic parsing model using a hybrid-tree framework.	[0]	[1]
MULTIR uses features which are based on Mintz et al (2009) and consist of conjunctions of named entity tags, syntactic dependency paths between arguments, and lexical information.	[100, 103, 94]	[1, 1, 1]
Many MT models implicitly make the so-called direct correspondence assumption (DCA) as defined in (Hwa et al, 2002).	[105, 123]	[1, 1]
Many discourse segmentation techniques (e.g. Hirschberg and Litman, 1993) as well as some topic segmentation algorithms rely on cue words and phrases.	[19]	[1]
Many natural language models can be captured by weighted finite-state transducers (Pereira et al., 1994; Sproat et al., 1996; Knight and AlOnaizan, 1998; Clark, 2002; Kolak et al., 2003; Mathias and Byrne, 2006), which offer several benefits:â€¢ WFSTs provide a uniform knowledge represen tation.	[138]	[1]
Many of the possible cooccurrences are not observed even in a very large corpus (Church and Mercer, 1993).	[318, 322]	[1, 1]
Many verbs are listed in multiple classes, some of which have conflicting sets of syntactic frames.Dang ct al.(1998) showed that multiple listings could in some cases be interpreted as regular sense extensions, and defined intcrsectivc Levin classes, which are a more fine-grained, syntactically and semantically coherÂ­ ent refinement of basic Levin classes.	[4, 15, 29, 26, 44, 0]	[1, 1, 1, 1, 1, 1]
Marcu and Wong (2002) proposed a phrase-based alignment model which suffered from a massive parameter space and intractable inference using expectation maximisation.	[0]	[1]
Mark Lauer (1995) only considered English noun compounds and applied a different disambiguation strategy based on word association scores.	[37]	[1]
Matsuzaki et al (2005) used a markovized grammar to get a better unannotated parse forest during decoding, but they did not markovize the training data.	[102]	[1]
Maximum entropy classification (MaxEnt) is a technique which has proven effective in a number of natural language processing applications (Berger et al, 1996).	[0]	[1]
McDonald (2006) provides a Viterbi-like dynamic programming algorithm to recover the highest scoring sequence of order-preserving bigrams from a lattice, either in unconstrained form or with a specific length constraint.	[67]	[1]
Meanwhile, we also use a word-level combination framework (Rosti et al, 2007) to combine the multiple translation hypotheses and employ a new rescoring model to generate the final result.	[27, 21, 0]	[1, 1, 1]
Medlock and Briscoe (2007) extended the work of Light et al (2004) by refining their annotation guidelines and creating a publicly available data set (FlyBase data set) for speculative sentence classification.	[22, 25]	[1, 1]
Medlock and Briscoe (2007) proposed a weakly supervised setting for hedge classification in scientific texts where the aim is to minimise human supervision needed to obtain an adequate amount of training data.	[0]	[1]
Melamed (1997b), however, proposes a method for the recognition of multi word compounds in bi texts that is based on the predictive value of a translation model.	[17, 139]	[1, 1]
Melamed (1999) normalized LCS by dividing the length of the longest common subsequence by the length of the longer string and called it longest common subsequence ratio (LCSR).	[147, 146]	[1, 1]
Messages are partitioned into multi-paragraph segments using TextTiling, which reportedly has an overall precision of 83% and recall of 78% (Hearst, 1994).	[145, 0, 19]	[1, 1, 1]
Mikheev (1997) suggested a guessing-rule technique, based on prefix morphological rules ,suffix morphological rules, and ending-guessing rules.	[9, 263, 4, 47, 155, 114, 51, 53]	[1, 1, 1, 1, 1, 1, 1, 1]
Minimum Bayes Risk (MBR) techniques have been successfully applied to a wide range of natural language processing tasks, such as statistical machine translation (Kumar and Byrne, 2004), automatic speech recognition (Goel and Byrne, 2000), parsing (Titov and Henderson, 2006), etc.	[12, 0, 1]	[1, 1, 1]
Minipar outputs dependency trees (Lin, 1999) from the input sentences.	[18]	[1]
Mintz (2003) only uses the most frequent 45 frames and Biemann (2006) clusters the most frequent 10,000 words using contexts formed from the most frequent 150-200 words.	[20, 37, 29, 21]	[1, 1, 1, 1]
Moens and Steedman (1988) describes temporal expressions relating to changes of state.	[90, 59]	[1, 1]
Monolingual syntax-based distributional similarity is used in many proposals to find semantically related words (Curran and Moens (2002), Lin (1998), van der Plas and Bouma (2005)).	[26]	[1]
Moore and Lewis (2010) propose a method for filtering large quantities of out-of-domain language model training data by comparing the cross-entropy of an in-domain language model and an out-of-domain language model trained on a random sampling of the data.	[23]	[1]
Moore and Pollack (1992) gave an example of a simple discourse.	[101, 65, 30, 79]	[1, 1, 1, 1]
More advanced methods like those described by Weischedel et al (1993) incorporate the treatment of unknown words within the probability model.	[146, 147]	[1, 1]
More aggressive segmentation results in fewer OOV tokens, but automatic evaluation metrics indicate lower translation quality, presumably because the smaller units are being translated less idiomatically (Habash and Sadat, 2006).	[0]	[1]
More linguistic knowledge (such as syntactic features) has been explored by Hulth (2003).	[0, 49]	[1, 1]
More recently, (Lapata and Keller, 2004) showed that simple unsupervised models perform significantly better when the frequencies are obtained from the web, rather than from a large standard corpus.	[197, 3, 98, 195]	[1, 1, 1, 1]
More recently, Yatskar et al (2010) explore data-driven methods to learn lexical simplifications from Wikipedia revision histories.	[11, 9]	[1, 1]
More recently, sentence simplification has also been shown helpful for summarization (Knight and Marcu, 2000), sentence fusion (Filippova and Strube, 2008b), semantic role labeling (Vickrey and Koller, 2008), question generation (Heilman and Smith, 2009), paraphrase generation (Zhao et al, 2009) and biomedical information extraction (Jonnalagadda and Gonzalez, 2009).	[9]	[1]
More related to our work are (Brody and Lapata, 2009) or (Toutanova and Johnson, 2008) who use LDA-based models which induce latent variables from task-specific data rather than from simple documents.	[22]	[1]
More suitable ways could be bilingual chunk parsing, and refining the bracketing grammar as described in [Wu 1997].	[0]	[1]
Moreover, (Clark et al, 2003) show that a naive co-training process that does not explicitly seek to maximize agreement on unlabelled data can lead to similar performance, at a much lower computational cost.	[100, 6, 10]	[1, 1, 1]
Morfessor Baseline (Creutz and Lagus, 2002): This is a public baseline algorithm based on jointly minimizing the size of the morph codebook and the encoded size of all the word forms using the minimum description length MDL cost function.	[3, 144, 238, 74]	[1, 1, 1, 1]
Morphological segmentation for these two languages was carried out using MeCab (MeCab, 2011) and the Stanford Word Segmenter (Tseng et al, 2005), respectively.	[0]	[1]
Most of the features we use are described in more detail in (Toutanova et al, 2005).	[37, 41, 58]	[1, 1, 1]
Motivated by this prior research, our approach combines the generative alignment model of Liang et al (2009) with the generative semantic parsing model of Lu et al (2008) in order to fully exploit the NL syntax and its relationship to the MR semantics.	[0]	[1]
Much of the work involving comparable corpora has focused on extracting word translations (Fung and Yee, 1998; Rapp, 1999; Diab and Finch, 2000; Koehn and Knight, 2000; Gaussier et al., 2004; Shao and Ng, 2004; Shinyama and Sekine, 2004).	[0, 13]	[1, 1]
Much of this research explores sentiment classification, a text categorization task in which the goal is to classify a document as having positive or negative polarity (e.g., Das and Chen (2001), Pang et al (2002), Turney (2002), Dave et al (2003), Pang and Lee (2004)).	[23]	[1]
Much recent work on temporal relations revolved around the TimeBank and TempEval (Verhagen et al., 2007).	[9, 0, 8]	[1, 1, 1]
Multilingual parsers of participants in the CoNLL 2006 shared task (Buchholz and Marsi, 2006) can handle Japanese sentences.	[0, 2]	[1, 1]
Nivre (2004) investigated the issue of (strict ) incrementality for this type of parsers ;i.e., if at any point of the analysis the processed input forms one connected structure.	[34, 38]	[1, 1]
No comparable figure has been reported for classical Chinese word segmentation, but this rate compares favorably with past attempts for modern Chinese, e.g., an average of 76% inter- human agreement rate in (Sproat et al., 1996).	[325]	[1]
Note that although the MEAD distribution also includes an optional feature calculated using the LexRank graph-based algorithm (Erkan and Radev, 2004), this feature could not be used since it takes days to compute for very long documents such as ours, and thus its application was not tractable.	[128]	[1]
Note that our results for decoding are sharper than that of (Knight, 1999).	[105]	[1]
Note that the sentences are sampled from the union of Freebase matches and sentences from which some systems in Hoffmann et al (2011) extracted a relation.	[124, 100]	[1, 1]
Note that this pruning algorithm is slightly different from that of (Xue and Palmer, 2004), the predicate itself is also included in the argument candidate list as the nominal predicate sometimes takes itself as its argument.	[26]	[1]
Note, by the way, that although our graphs are non-weighted and directed, like a graph of web pages and hyper links (and unlike the text graphs in Mihalcea and Tarau (2004), for example), several pairs of nodes may be connected by multiple edges, making a transition between them more probable.	[31, 27, 137]	[1, 1, 1]
Numerous examples of the utility of word lattices come from the field of finite state automata, language modeling, speech recognition, parsing and machine translation (Mohri, 1997, inter alia).	[0, 447]	[1, 1]
Och (1999) described a method for determining bilingual word classes, used to improve the extraction of alignment templates through alignments between classes, not only between words.	[0, 74, 14, 3, 68, 83]	[1, 1, 1, 1, 1, 1]
Of course, it is a known fact that machine learning techniques do not transfer well across different domains (e.g., Blitzer et al (2006)).	[5, 220]	[1, 1]
Of course, other annotations (Ge and Mooney, 2005) carry more explicit forms of semantics.	[0]	[1]
Of special interest here, Moschitti (2004) proposed Predicate Argument Feature (PAF) kernel for SRL under the framework of convolution tree kernel.	[86]	[1]
On the contrary, Marton and Resnik (2008) and Cherry (2008) accumulate a count whenever hypotheses violate constituent boundaries.	[52, 48]	[1, 1]
On the one hand machine learning is used to automate as much as possible the tasks an IE expert would perform in application development (Cardie 1997) (Yangarber et al 2000).	[69]	[1]
On the other hand, as Abney (1997) points out, the context-sensitive dependencies that unification-based constraints introduce render the relative frequency estimator suboptimal.	[57]	[1]
On the other hand, existing unsupervised semantic parsers (Poon and Domingos, 2009) do not handle deeper linguistic phenomena such as quantification, negation, and superlatives.	[107]	[1]
One of the most important approaches is Lin (1998).	[96]	[1]
One of the most popular methods leveraging bilingual parallel corpora is proposed by Bannard and Callison-Burch (2005).	[0]	[1]
One set was extracted from a hand-tagged corpus (Bruce and Wiebe, 1994) and the other by our algorithm.	[92]	[1]
One system (Hall et al, 2007b) extends this two-stage approach to a three-stage architecture where the parser and labeler generate an n-best list of parses which in turn is reranked.	[8]	[1]
Only one model was used for syntactic parsing in our system, in contrast to the existing work using an ensemble technique for further performance enhancement, e.g., (Hall et al, 2007).	[8]	[1]
Other approaches are completely unsupervised, but do not tie the language to an existing meaning representation (Poon and Domingos, 2009).	[37, 19]	[1, 1]
Other orthogonal dependency grammar induction techniques - including ones based on universal rules (Naseem et al2010) - may also benefit in combination with DBMs.	[0, 24]	[1, 1]
Other resources for sentiment detection include the Dictionary of Affect in Language (DAL) to score the prior polarity of words, as in Agarwal et al (2011) on social media data.	[117, 127]	[1, 1]
Other systems have made a second tagging pass which uses information on token sequences tagged in the first pass (Borthwick 1999), or have used as features information about features assigned to other instances of the same token (Chieu and Ng 2002).	[194, 78, 69]	[1, 1, 1]
Other works describe systems that induce structures from corpora, but they use tagged corpora (Brill, 1993), or grammatical informations (Brent, 1993).	[57]	[1]
Our POS results, gathered using a Twitter-specific tagger (Gimpel et al, 2011), echo those of Ashok et al (2013) who looked at predict 14 Of course, simply inserting garbage isn't going to lead to more re-tweets, but adding more information generally involves longer text.	[19]	[1]
Our approach to QC follows that of (Li and Roth, 2002).	[19, 3]	[1, 1]
Our co-occurrence model (Pantel and Ravichandran 2004) makes use of semantic classes like those generated by CBC.	[60, 64, 159]	[1, 1, 1]
Our eventual goal is to develop a set of regular expressions that work on fiat tagged corpora instead of TreeBank parsed structures to allow us to gather information from larger corpora than have been done by the TreeBank project (see Manning 1993 and Gahl 1998).	[0]	[1]
Our general estimation method also has practical applications in cases one uses a probabilistic context-free grammar to approximate strictly more powerful rewriting systems, as for instance probabilistic tree adjoining grammars (Schabes, 1992).	[182, 159, 140]	[1, 1, 1]
Our input has been parsed into Rasp-style tGRs (Briscoe et al, 2006), which facilitates comparison with previous work based on the same data set.	[59]	[1]
Our machine translation system is a string-to dependency hierarchical decoder based on (Shen et al., 2008) and (Chiang, 2007).	[0, 4, 26]	[1, 1, 1]
Our method is modeled on the approach developed by Stevenson and Greenwood (2005) but uses a different technique for ranking candidate patterns.	[142, 104]	[1, 1]
Our model is inspired by Centering (Grosz et al, 1995) and other entity-based models of coherence (Barzilay and Lapata, 2005) in which an entity is in focus through a sequence of sentences.	[0]	[1]
Our parser achieved an f-score of 88.4on the test data, which is comparable to the accuracy achieved by recent discriminative approaches such as Finkel et al (2008) and Petrov & Klein (2008), but is not as high as the state-of-the-art accuracy achieved by the parsers that can incorporate global features such as Huang (2008) and Charniak & Johnson (2005).	[139]	[1]
Our results using 1NN, 72:4%, are comparable to those of Katz and Giesbrecht (2006) using this method on their German data (72%).	[106, 122]	[1, 1]
Our system is based on the GATE natural language processing framework (Cunningham et al, 2002) and it uses the ANNIE IE system included in the standard GATE distribution for text tokenization, sentence splitting and part-of-speech tagging.	[28, 163]	[1, 1]
Our system used the C & C parser (Clark and Curran, 2007a), which uses the Combinatory Categorial Grammar formalism (CCG, Steedman, 2000).	[47, 6]	[1, 1]
Our test set contains the same 107 documents as Culotta et al (2007).	[81]	[1]
Our work focuses on a recent line of exploratory work in the direction of Unrestricted Relation Discovery which is defined as: the automatic identification of different relations in text without specifying a relation or set of relations in advance (Shinyama and Sekine, 2006).	[0]	[1]
Our work is closest in spirit to the two papers that inspired us (Barzilay and Lee, 2003).	[25]	[1]
PKI - Inverted Indexing (Kudo and Matsumoto, 2003), stores for each feature the support vectors in which it appears.	[162, 62, 26]	[1, 1, 1]
Pairwise ranking optimization (PRO) proposed by (Hopkins and May, 2011) is a new method for discriminative parameter tuning in statistical machine translation.	[1]	[1]
Pang et al (2002) and Turney (2002) classified sentiment polarity of reviews at the document level.	[147]	[1]
Pang et al (Pang et al, 2003) used parallel monolingual corpora built from news stories that had been independently translated several times to learn lattices from a syntax-based alignment process.	[33]	[1]
Pantel and Ravichandran (2004) note that the nouns computer and company both have a WordNet sense that is a hyponym of person, falsely indicating these nouns would be compatible with pronouns like he or she.	[11, 9, 15, 145]	[1, 1, 1, 1]
Parsing using dual-decomposition (Rush et al, 2010) seems especially promising in this area.	[27]	[1]
Part of speech tags are assigned by Brill's tagger (Brill, 1992).	[0]	[1]
Past approaches have pruned spans using IBM Model 1 probability estimates (Zhang and Gildea, 2005) or using agreement with an existing parse tree (Cherry and Lin, 2006).	[60]	[1]
Patwardhan and Pedersen (2006) evaluate six knowledge-based measures on the task of word sense disambiguation and report the same result.	[127, 126, 124]	[1, 1, 1]
Pedersen (2000) presents experiments with an ensemble of Naive Bayes classifiers, which outperform all previous published results on two ambiguous words (line and interest).	[19, 74, 152]	[1, 1, 1]
Performing policy-gradient with this function is equivalent to training a fully supervised, stochastic gradient algorithm that optimizes conditional likelihood (Branavan et al, 2009).	[99, 160, 72]	[1, 1, 1]
Pitler and Nenkova (2008) consider a different task of predicting text quality for an educated adult audience.	[0, 76]	[1, 1]
Preliminary experiments with tags derived automatically using distributional clustering (Clark, 2000), have shown essentially the same results.	[72]	[1]
Preposition errors are common among new English speakers (Chodorow et al, 2007).	[12]	[1]
Previous shared tasks have shown that frame-semantic SRL of running text is a hard problem (Baker et al, 2007), partly due to the fact that running text is bound to contain many frames for which no or little annotated training data are available.	[62]	[1]
Previous work (Kudo et al, 2004) showed CRFs outperform generative Markov models and discriminative history-based methods in JWS.	[62, 2, 128]	[1, 1, 1]
Previous work on graph-based dependency parsing mostly adopts linear models and perceptron-based training procedures, which lack probabilistic explanations of dependency trees and do not need to compute likelihood of labeled training 1Higher-order models of Carreras (2007) and Koo and Collins (2010) can achieve higher accuracy, but has much higher time cost (O (n4)).	[9]	[1]
Prior work in discovering non-compositional phrases has been carried out by Lin (1999) and Baldwin et al (2003), who also used LSA to distinguish between compositional and non compositional verb-particle constructions and noun noun compounds.	[0]	[1]
Pyramid (Nenkova and Passonneau, 2004) is a manually evaluated measure of recall on facts or Semantic Content Units appearing in the reference summaries.	[0]	[1]
QBC is based on the idea to select those examples for manual annotation on which a committee of classifiers disagree most in their predictions (Engelson and Dagan, 1996).	[91, 49, 62, 154, 52]	[1, 1, 1, 1, 1]
RAP (Kennedy and Boguraev, 1996), Baldwin's pronoun resolution method (Baldwin, 1997) and Mitkov's knowledge-poor pronoun resolution approach (Mitkov, 1998b).	[46, 0]	[1, 1]
ROUGE utilizes, skip n-grams, which allow for matches of sequences of words that are not necessarily adjacent (Lin and Och, 2004a).	[112, 96]	[1, 1]
Ravi and Knight (2009) achieved the best results thus far (92.3% word token accuracy) via a Minimum Description Length approach using an integer program (IP) that finds a minimal bigram grammar that obeys the tag dictionary constraints and covers the observed data.	[124]	[1]
Ravichandran and Hovy (2002) present an alternative ontology for type preference and describe a method for using this alternative ontology to extract particular answers using surface text patterns.	[0]	[1]
Recent progress in better parameterisation and approximate inference (Blunsom et al., 2009) can only augment the performance of these models to a similar level as the baseline where bidirectional word alignments are combined with heuristics and subsequently used to induce translation equivalence (e.g. (Koehn et al., 2003)).	[7]	[1]
Recently (Zhang et al., 2006) proposed a maximum subword-based IOB tagger for Chinese word segmentation, and our system applies their approach which obtains a very high accuracy on the shared task data from previous SIGHAN competitions.	[1, 151, 5, 131]	[1, 1, 1, 1]
Recently, most evaluations of machine translation systems (Callison-Burch et al, 2009) indicate that the performance of corpus-based statistical machine translation (SMT) has come up to the traditional rule-based method.	[55, 188, 5, 0]	[1, 1, 1, 1]
Recently, predicate argument structure analysis has attracted the attention of researchers because this information can increase the precision of text processing tasks, such as machine translation, information extraction (Hirschman et al, 1999), question answering (Narayanan and Harabagiu, 2004) (Shen and Lapata, 2007), and summarization (Melli et al., 2005).	[113]	[1]
Recently, there is significant research interest in a related task called Web Person Search (WePS) (Artiles et al, 2007), which seeks to determine whether two documents refer to the same person given a person name search query.	[0]	[1]
Recognizing textual entailment is to determine whether a sentence (sometimes a short paragraph) can entail the other sentence (Giampiccolo et al, 2007).	[0]	[1]
Regarding the two state-of-the-art word segmentation systems, one is JUMAN,  a rule-based word segmentation system (Kurohashi and Nagao, 1994), and the other is MECAB, a supervised word segmentation system based on CRFs (Kudo et al, 2004).	[11]	[1]
Reiter (1994) proposed an analysis of such systems in terms of a simple three stage pipeline.	[37, 66]	[1, 1]
Resnik (1999) mined comparable corpora on the assumption that the pages which are comparable of each other share a similar structure (headers, paragraphs, etc.) when text is presented in many languages in the Web.	[0]	[1]
Riezler et al (2003) applied linguistically rich LFG grammars to a sentence compression system.	[159, 34]	[1, 1]
Riloff and Shepherd (1997) used a semi automatic method for discovering similar words using a few seed examples by using pattern-based techniques and human supervision.	[31]	[1]
Riloff et al (2003) explore bootstrapping techniques to identify subjective nouns and subsequently classify subjective vs. objective sentences in newswire text.	[1]	[1]
Roark and Charniak (Roark and Charniak, 1998) followed up on this work by using a parser to explicitly capture these structures.	[24, 45]	[1, 1]
Rosti et al (2007a) collect source-to-target correspondences from the input systems, create a new translation option table using only these phrases, and re-decode the source sentence to generate better translations.	[82, 22]	[1, 1]
Roth and Yih (2004) also described a classification-based framework in which they jointly learn to identify named entities and relations.	[136]	[1]
Roth and Yih (2004) combined information from named entities and semantic relation tagging, adopting a similar overall goal but using a quite different approach based on linear programming.	[204, 86]	[1, 1]
Roth and Yih (2004) formulated the problem of extracting entities and relations as an integer linear program, allowing them to use global structural constraints at inference time even though the component classifiers were trained independently.	[146, 0]	[1, 1]
Roth and Yih (2004) use log probabilities as weights.	[159, 154]	[1, 1]
SPs can help resolve syntactic, word sense, and reference ambiguity (Clark and Weir, 2002), and so gathering them has received a lot of attention in the NLP community.	[19]	[1]
Sample XFST code Finite-state transducers are robust and time and space efficient (Mohri, 1997).	[177, 50, 173, 498, 0]	[1, 1, 1, 1, 1]
Schwarm and Ostendorf (2005) studied four parse tree features (average parse tree height, average number of SBARs, noun phrases, and verb phrases per sentences).	[141]	[1]
Second, using a heuristic proposed in (Och et al, 1999), all the aligned phrase pairs (x?, a?, y?) satisfying the following criteria are extracted: (1) x? and y? consist of consecutive words of x and y, and both have length at most k, (2) a? is the alignment between words of x? and y? induced by a, (3) a? contains at least one link, and (4) there are no links in a that have just one end in x? or y?.	[146]	[1]
See Kuhlmann and Nivre (2006) for the definition of edge degree.	[109, 112, 87]	[1, 1, 1]
See the details of subword-based Chinese word segmentation in (Zhang et al., 2006)	[0, 151, 5]	[1, 1, 1]
Semantic role analysis has the potential of benefiting a wide spectrum of applications ranging from information extraction (Surdeanu et al, 2003) and question answering (Shen and Lapata, 2007), to machine translation (Wu and Fung, 2009) and summarization (Melli et al, 2005).	[39, 113, 0]	[1, 1, 1]
Semantic word vector spaces are at the core of many useful natural language applications such as search query expansions (Jones et al 2006), fact extraction for information retrieval (Pas?ca et al 2006) and automatic annotation of text with disambiguated Wikipedia links (Ratinov et al 2011), among many others (Turney and Pantel, 2010).	[7]	[1]
Sentence-level filter: The word-overlap filtering (Munteanu and Marcu, 2005) has been implemented: for a sentence pair (S, T) to be considered parallel the ratio of the lengths of the two sentences has to be smaller than two.	[81]	[1]
Settles (2004)'s CRF system deserves special note in the sense that it achieved comparable performance to top ranked systems with a rather simple feature set.	[69]	[1]
Several efforts have been made to develop automatic WSD systems that can provide accurate sense tagging (Ide and Veronis, 1998), with a current emphasis on creating manually sense-tagged data for supervised training of statistical WSD systems, as evidenced by SENSEVAL-1 (Kilgarriff and Palmer, 2000) and SENSEVAL-2 (Edmonds and Cotton, 2001).	[224]	[1]
Shinyama and Sekine (2006) developed an approach to preemptively discover relations in a corpus and present them as tables with all the entity pairs in the table having the same relations between them.	[18, 33]	[1, 1]
Similar IR features are also used by other WePS systems as they are more robust to the variety of web pages (Artiles et al, 2007).	[30]	[1]
Similar methods to Shen et al (2007) have also been used in Shen and Joshi (2008) and Goldberg and Elhadad (2010).	[56]	[1]
Similar to the approach in (Miller et al, 2000) and (Kulick et al, 2004), our parser integrates both syntactic and semantic annotations into a single annotation as shown in Figure 2.	[109]	[1]
Similar to the definition of tree sequence used in a single parse tree defined in Liu et al (2007) and Zhang et al (2008a), a tree sequence in a forest also refers to an ordered sub-tree sequence that covers a continuous phrase without overlapping.	[0, 1, 59]	[1, 1, 1]
Similar trend appeared in experiments of Ng and Low (2004), where they conducted experiments on CTB 3.0 and achieved F measure 0.919 on Joint S&T, a ratio of 96% to the F-measure 0.952 on segmentation.	[57, 118, 49]	[1, 1, 1]
Similarly to the work by Germann et al (2001), their decoder is deterministic and explores the entire neighbourhood of a state in order to identify the most promising step.	[58]	[1]
Since lists are usually comprised of objects which are similar in some way, these relationships have been used to extract lists of nouns with similar properties (Riloff and Shepherd, 1997) (Roarkand Charniak, 1998).	[31]	[1]
Since standard spelling correction dictionaries (e.g. ASpell) are not able to capture the rich language used in web queries, large-scale knowledge sources such as Wikipedia (Li et al 2011), query logs (Chen et al 2007), and large n-gram corpora (Brants et al., 2007) are employed.	[33, 0]	[1, 1]
Since the original code from [Charniak and Johnson 2001] is not available, we conducted our first experiment to replicate the result of their baseline system described in section 3.	[144, 151, 31, 29]	[1, 1, 1, 1]
Since the task is basically identical to shallow parsing by CRFs, we follow the feature sets used in the previous work by Sha and Pereira (2003).	[12]	[1]
Skip-bigrams (Lin and Och, 2004) are pairs of words in sentence order allowing for gaps in between.	[112]	[1]
Smith and Eisner (2006) used a structural locality bias, experimenting on five languages.	[30, 0]	[1, 1]
Smith and Eisner (2008) also proposed other variants with more factors, which we omit for brevity.	[292]	[1]
Smith and Eisner (2009) propose effective QG features for parser adaptation and projection.	[2]	[1]
Soon et al (2001) include all noun phrases returned by their NP identifier and report an F-measure of 62.6% for MUC-6 data and 60.4% for MUC-7 data.	[204, 240, 178]	[1, 1, 1]
Speech was found to improve inter-annotator agreement in discourse segmentation of monologues (Hirschberg and Nakatani 1996).	[0]	[1]
Stanford Chinese word segmenter (STANFORD): The Stanford Chinese word segmenter is another well-known CWS tool (Tseng et al., 2005).	[0]	[1]
Stevenson and Greenwood (2005) suggested an alternative method for ranking the candidate patterns by lexical similarities.	[102]	[1]
Stevenson and Greenwood (2005) suggested an alternative method for ranking the candidate patterns.	[102]	[1]
Stevenson and Wilks (2001) presented a classifier combination framework where disambiguation methods (simulated annealing, subject codes and selectional restrictions) were combined using the TiMBL memory-based approach (Daelemans et al, 1999).	[440, 315, 201]	[1, 1, 1]
Subsequently, a method was developed to use a special case of the ITGR the aforementioned BTGR for the translation task itself (Wu, 1996).	[77]	[1]
Such a description would be returned by a generalised version of Algorithm 1 proposed by van Deemter (2002).	[64]	[1]
Such methods have been successfully applied to a myriad of tasks including word sense discrimination (Brody and Lapata, 2009), document summarisation (Haghighi and Vanderwende, 2009), areal linguistic analysis (Daume III, 2009) and text segmentation (Sun et al, 2008).	[42]	[1]
Summarization evaluation is done using ROUGE-2 (R-2) (Lin and Hovy, 2003).	[0, 28]	[1, 1]
Syntactic Parallelism (Lappin and Leass, 1994).	[66]	[1]
TBL is a machine learning approach that has been employed to solve a number of problems in natural language processing; most famously, it has been used for part-of-speech tagging (Brill, 1995).	[36, 0]	[1, 1]
Table 1 lists the contextual predicates used in our baseline system, which are based on those used in the Curran and Clark (2003) CCG supertagger.	[53, 84]	[1, 1]
Table 1 shows the f-scores for U-DOP* and UML-DOP against the f-scores for U-DOP reported in Bod (2006), the CCM model in Klein and Manning (2002), the DMV dependency model in Klein and Manning (2004) and their combined model DMV+CCM.	[114, 115, 126, 10, 43, 11, 125]	[1, 1, 1, 1, 1, 1, 1]
Table 1: The patterns we used for entailment acquisition based on (Hearst, 1992) and (Pantel et al, 2004).	[20]	[1]
Table 2 shows the best results among the configurations we have tested (expressed using the official evaluation measures, see (Callison-Burch et al, 2012) for details).	[127]	[1]
Takamura et al (2005) used the Ising model to extract semantic orientations of words (not phrases).	[61, 198, 0, 1, 28, 188]	[1, 1, 1, 1, 1, 1]
Take the case of context-sensitive spelling error detection 3, which is equivalent to the homophone problem.For that problem, some statistical methods have been applied and succeeded(Golding, 1995; GoldÂ­ ing and Schabes, 1996).	[29, 334, 0]	[1, 1, 1]
The A* heuristics explored by Klein and Manning (2003a) can be seen as resulting from bounding transformations.	[36]	[1]
The BioNLP 09 Shared Task (Kim et al., 2009) was the first shared task that provided a consistent data set and evaluation tools for extraction of such biological relations.	[0]	[1]
The CCG grammar used by our system is read off the derivations in CCGbank, following Hockenmaier and Steedman (2002), meaning that the CCG combinatory rules are encoded as rule instances, together with a number of additional rules which deal with punctuation and type-changing.	[25, 32, 22, 0]	[1, 1, 1, 1]
